ICDO32_Code	Term	PrefTerm
8912/3	Spindle cell / sclerosing rhabdomyosarcoma	NULL
8912/3	Spindle cell rhabdomyosarcoma	1
8920/3	Alveolar rhabdomyosarcoma	1
8920/3	Monomorphous round cell rhabdomyosarcoma	NULL
8921/3	Ectomesenchymoma	1
8921/3	Rhabdomyosarcoma with ganglionic differentiation	NULL
8930/0	Benign endometrial stromal tumor	NULL
8930/0	Endometrial stromal nodule	1
8930/3	Endometrial sarcoma, NOS	NULL
8930/3	Endometrial stromal sarcoma, high grade	NULL
8930/3	Endometrial stromal sarcoma, NOS	1
8930/3	Endometrioid stromal sarcoma, high-grade	NULL
8930/3	High-grade endometrial stromal sarcoma	NULL
8930/3	High-grade endometrioid stromal sarcoma	NULL
8931/3	Endolymphatic stromal myosis	NULL
8931/3	Endometrial stromal sarcoma, low grade	1
8931/3	Endometrial stromatosis	NULL
8931/3	Endometrioid stromal sarcoma, low-grade	NULL
8931/3	Low-grade endometrial stromal sarcoma	NULL
8931/3	Low-grade endometrioid stromal sarcoma	NULL
8931/3	Stromal endometriosis	NULL
8931/3	Stromal myosis, NOS	NULL
8932/0	Adenomyoma, endocervical-type	NULL
8932/0	Adenomyoma, mesonephric-type	NULL
8932/0	Adenomyoma, NOS	1
8932/0	Adenomyomatous polyp	NULL
8932/0	Atypical polypoid adenomyofibroma	NULL
8932/0	Atypical polypoid adenomyoma	NULL
8932/0	Bartholin gland adenomyoma	NULL
8932/0	Endocervical-type adenomyoma	NULL
8932/0	Endometrioid-type adenomyoma	NULL
8932/0	Mesonephric-type adenomyoma	NULL
8932/0	Polypoid adenomyoma	NULL
8933/3	Adenosarcoma	1
8933/3	Adenosarcoma with stromal overgrowth	NULL
8933/3	Adenosarcoma, mesodermal	NULL
8933/3	Adenosarcoma, Müllerian	NULL
8933/3	Mullerian adenosarcoma	NULL
8934/3	Carcinofibroma	1
8935/0	Stromal tumor, benign	1
8935/1	Metanephric stromal tumor	NULL
8935/1	Stromal tumor of uncertain malignant potential	NULL
8935/1	Stromal tumor, NOS	1
8935/3	Stromal sarcoma, NOS	1
8936/3	Extragastrointestinal stromal tumor	NULL
8936/3	GANT	NULL
8936/3	Gastrointestinal autonomic nerve tumor	NULL
8936/3	Gastrointestinal pacemaker cell tumor	NULL
8936/3	Gastrointestinal stromal sarcoma	NULL
8936/3	Gastrointestinal stromal tumor	1
8936/3	GIST	NULL
8936/3	Succinate dehydrogenase–deficient gastrointestinal stromal tumor	NULL
8940/0	Chondroid syringoma, NOS	NULL
8940/0	Mixed tumor of vagina	NULL
8940/0	Mixed tumor, apocrine	NULL
8940/0	Mixed tumor, eccrine	NULL
8940/0	Mixed tumor, NOS	NULL
8940/0	Mixed tumor, salivary gland type, NOS	NULL
8940/0	Oncocytic pleomorphic adenoma	NULL
8940/0	Pleomorphic adenoma	1
8940/3	Malignant chondroid syringoma	NULL
8940/3	Malignant mixed tumor	NULL
8940/3	Malignant mixed tumor, salivary gland type	NULL
8940/3	Metastasizing pleomorphic adenoma	NULL
8940/3	Mixed tumor, malignant, NOS	1
8940/3	Mixed tumor, salivary gland type, malignant	NULL
8941/3	Adenocarcinoma ex pleomorphic adenoma	NULL
8941/3	Basal cell carcinoma ex pleomorphic adenoma	NULL
8941/3	Carcinoma ex benign mixed tumor.	NULL
8941/3	Carcinoma ex pleomorphic adenoma	1
8941/3	Carcinoma in pleomorphic adenoma	NULL
8941/3	Carcinosarcoma ex pleomorphic adenoma	NULL
8941/3	Epithelial-myoepithelial carcinoma ex pleomorphic adenoma	NULL
8941/3	Mucoepidermoid carcinoma ex pleomorphic adenoma	NULL
8941/3	Myoepithelial carcinoma ex pleomorphic adenoma	NULL
8941/3	Salivary duct carcinoma ex pleomorphic adenoma	NULL
8950/3	Mullerian mixed tumor	1
8951/3	Mesodermal mixed tumor	1
8959/0	Adult cystic nephroma	NULL
8959/0	Benign cystic nephroma	1
8959/0	Mixed epithelial and stromal tumor	NULL
8959/0	pediatric cystic nephroma	NULL
8959/0	Renal epithelial and stromal tumor	NULL
8959/1	Cystic partially differentiated nephroblastoma	1
8959/3	Malignant cystic nephroma	1
8959/3	Malignant multilocular cystic nephroma	NULL
8960/1	Cellular congenital mesoblastic nephroma	NULL
8960/1	Cellular mesoblastic nephroma	NULL
8960/1	Classic congenital mesoblastic nephroma	NULL
8960/1	Classic mesoblastic nephroma	NULL
8960/1	Congenital mesoblastic nephroma	NULL
8960/1	Congenital mesoblastic nephroma, classic	NULL
8960/1	Congenital mesoblastic nephroma, mixed	NULL
8960/1	Mesoblastic nephroma	1
8960/1	Mesoblastic nephroma, classic	NULL
8960/1	Mesoblastic nephroma, mixed	NULL
8960/1	Mixed congenital mesoblastic nephroma	NULL
8960/1	Mixed mesoblastic nephroma	NULL
8960/3	Nephroblastoma, NOS	1
8960/3	Nephroma, NOS	NULL
8960/3	Wilms tumor	NULL
8963/3	Atypical teratoid/rhabdoid tumor of kidney	NULL
8963/3	Extrarenal rhabdoid tumor	NULL
8963/3	Malignant rhabdoid tumor	NULL
8963/3	Malignant rhabdoid tumor of the kidney	NULL
8963/3	Rhabdoid sarcoma	NULL
8963/3	Rhabdoid tumor of soft tissue	NULL
8963/3	Rhabdoid tumor, NOS	1
8964/3	Clear cell sarcoma of kidney	1
8966/0	Medullary fibroma	NULL
8966/0	Renomedullary fibroma	NULL
8966/0	Renomedullary interstitial cell tumor	1
8967/0	Ossifying renal tumor	1
8967/0	Ossifying renal tumor of infancy	NULL
8970/3	Cholangioblastic hepatoblastoma	NULL
8970/3	Embryonal hepatoblastoma	NULL
8970/3	Embryonal hepatoma	NULL
8970/3	Epithelial macrotrabecular pattern of hepatoblastoma	NULL
8970/3	Epithelial mixed hepatoblastoma	NULL
8970/3	Fetal hepatoblastoma, mitotically active (crowded fetal hepatoblastoma)	NULL
8970/3	Hepatoblastoma, epithelioid	NULL
8970/3	Hepatoblastoma, mixed epithelial-mesenchymal	NULL
8970/3	Hepatoblastoma, NOS	1
8970/3	Mixed epithelial and mesenchymal hepatoblastoma with teratoid features	NULL
8970/3	Mixed epithelial and mesenchymal hepatoblastoma without teratoid features	NULL
8970/3	Pleomorphic hepatoblastoma, poorly differentiated	NULL
8970/3	Pure fetal hepatoblastoma with low mitotic activity (well-differentiated fetal hepatoblastoma)	NULL
8970/3	Small cell undifferentiated hepatoblastoma, SMARCB1 (INI1) lost (negative)	NULL
8970/3	Small cell undifferentiated hepatoblastoma, SMARCB1 (INI1) retained (positive)	NULL
8970/3	Thyroblastoma	NULL
8971/3	Pancreatoblastoma	1
8972/3	Pneumoblastoma	NULL
8972/3	Pulmonary blastoma	1
8973/3	Pleuropulmonary blastoma	1
8973/3	Pleuropulmonary blastoma, type I	NULL
8973/3	Pleuropulmonary blastoma, type II	NULL
8973/3	Pleuropulmonary blastoma, type III	NULL
8973/3	Pleuropulmonary blastoma, type Ir	NULL
8973/3	Pleuropulmonary blastoma, type Ir (type I regressed)	NULL
8974/1	Sialoblastoma	1
8975/1	Calcifying nested stromal-epithelial tumor	1
8975/1	Desmoplastic nested spindle cell tumor	NULL
8975/1	Nested stromal-epithelial tumor	NULL
8975/1	Ossifying malignant mixed epithelial and stromal tumor	NULL
8975/1	Ossifying stromal-epithelial tumor	NULL
8976/3	Gastroblastoma	NULL
8976/3	Gastroblastoma, malignant	NULL
8980/3	Carcinosarcoma of salivary gland	NULL
8980/3	Carcinosarcoma, NOS	1
8981/3	Carcinosarcoma, embryonal	1
8982/0	Ectomesenchymal chondromyxoid tumor	NULL
8982/0	Myoepithelial adenoma	NULL
8982/0	Myoepithelial tumor	NULL
8982/0	Myoepithelioma, NOS	1
8982/0	Syncytial myoepithelioma	NULL
8982/3	Malignant myoepithelioma	NULL
8982/3	Myoepithelial carcinoma	1
8982/3	Myoepithelioma, infiltrating	NULL
8983/0	Adenomyoepithelioma, benign	NULL
8983/0	Adenomyoepithelioma, NOS	1
8983/3	Adenomyoepithelioma with carcinoma	1
8983/3	Malignant adenomyoepithelioma	NULL
8990/0	Mesenchymoma, benign	1
8990/0	Phosphaturic mesenchymal tumor	NULL
8990/0	Phosphaturic mesenchymal tumor, benign	NULL
8990/0	Phosphaturic mesenchymal tumor, mixed connective tissue type	NULL
8990/1	Dermal non-neural granular cell tumor	NULL
8990/1	Fibrocartilaginous mesenchymoma	NULL
8990/1	Mesenchymoma, fibrocartilaginous	NULL
8990/1	Mesenchymoma, NOS	1
8990/1	Mixed mesenchymal tumor	NULL
8990/1	Non-neural granular cell tumor	NULL
8990/1	Primitive non-neural granular cell tumor	NULL
8990/1	Primitive polypoid granular cell tumor	NULL
8990/3	Mesenchymoma, malignant	1
8990/3	Mixed mesenchymal sarcoma	NULL
8990/3	Phosphaturic mesenchymal tumor, malignant	NULL
8991/3	Embryonal sarcoma	1
8991/3	Embryonal sarcoma of the liver	NULL
8991/3	Embryonal sarcoma, undifferentiated	NULL
8991/3	Undifferentiated sarcoma of liver	NULL
8992/0	Fibrous hamartoma of infancy	NULL
8992/0	Pulmonary hamartoma	1
9000/0	Brenner tumor, NOS	1
9000/1	Borderline Brenner tumor	NULL
9000/1	Brenner tumor, atypical proliferative	NULL
9000/1	Brenner tumor, borderline malignancy	1
9000/1	Brenner tumor, proliferating	NULL
9000/3	Brenner tumor, malignant	1
9000/3	Malignant Brenner tumor	NULL
9010/0	Fibroadenoma, NOS	1
9010/0	Lipofibroadenoma	NULL
9011/0	Intracanalicular fibroadenoma	1
9012/0	Pericanalicular fibroadenoma	1
9013/0	Adenofibroma, NOS	1
9013/0	Biliary adenofibroma	NULL
9013/0	Cystadenofibroma, NOS	NULL
9013/0	Metanephric adenofibroma	NULL
9013/0	Nephrogenic adenofibroma	NULL
9013/0	Papillary adenofibroma	NULL
9014/0	Seromucinous adenofibroma	NULL
9014/0	Serous adenofibroma, NOS	1
9014/0	Serous cystadenofibroma, NOS	NULL
9014/1	Serous adenofibroma of borderline malignancy	1
9014/1	Serous cystadenofibroma of borderline malignancy	NULL
9014/3	Malignant serous adenofibroma	NULL
9014/3	Malignant serous cystadenofibroma	NULL
9014/3	Serous adenocarcinofibroma	1
9014/3	Serous cystadenocarcinofibroma	NULL
9015/0	Mucinous adenofibroma, NOS	1
9015/0	Mucinous cystadenofibroma, NOS	NULL
9015/1	Mucinous adenofibroma of borderline malignancy	1
9015/1	Mucinous cystadenofibroma of borderline malignancy	NULL
9015/3	Malignant mucinous adenofibroma	NULL
9015/3	Malignant mucinous cystadenofibroma	NULL
9015/3	Mucinous adenocarcinofibroma	1
9015/3	Mucinous cystadenocarcinofibroma	NULL
9016/0	Giant fibroadenoma	1
9020/0	Cystosarcoma phyllodes, benign	NULL
9020/0	Phyllodes tumor, benign	1
9020/1	Cystosarcoma phyllodes, NOS	NULL
9020/1	Periductal stromal tumor	NULL
9020/1	Periductal stromal tumor, low-grade	NULL
9020/1	Phyllodes tumor, borderline	1
9020/1	Phyllodes tumor, NOS	NULL
9020/3	Cystosarcoma phyllodes, malignant	NULL
9020/3	Periductal stromal tumor, low grade	NULL
9020/3	Phyllodes tumor, malignant	1
9030/0	Giant juvenile fibroadenoma	NULL
9030/0	Juvenile fibroadenoma	1
9040/0	Synovioma, benign	1
9040/3	Poorly differentiated synovial sarcoma	NULL
9040/3	Synovial sarcoma, NOS	1
9040/3	Synovial sarcoma, poorly differentiated	NULL
9040/3	Synovioma, malignant	NULL
9040/3	Synovioma, NOS	NULL
9041/3	Monophasic synovial sarcoma	NULL
9041/3	Synovial sarcoma, monophasic	NULL
9041/3	Synovial sarcoma, monophasic fibrous	NULL
9041/3	Synovial sarcoma, monophasic spindle cell	NULL
9041/3	Synovial sarcoma, spindle cell	1
9042/3	Synovial sarcoma, epithelioid cell	1
9043/3	Biphasic synovial sarcoma	NULL
9043/3	Synovial sarcoma, biphasic	1
9044/3	Clear cell sarcoma of soft tissue	NULL
9044/3	Clear cell sarcoma of tendons and aponeuroses	NULL
9044/3	Clear cell sarcoma, NOS	1
9044/3	CRTC1::TRIM11 cutaneous tumor	NULL
9044/3	Dermal clear cell sarcoma	NULL
9044/3	Gastrointestinal clear cell sarcoma / malignant gastrointestinal neuroectodermal tumor	NULL
9044/3	Malignant gastrointestinal neuroectodermal tumor	NULL
9044/3	Malignant melanoma of soft parts	NULL
9044/3	Melanoma of soft parts	NULL
9045/3	Biphenotypic sinonasal sarcoma	1
9050/0	Mesothelioma, benign	1
9050/2	Mesothelioma in situ	NULL
9050/3	Diffuse mesothelioma, NOS	NULL
9050/3	Diffuse pleural mesothelioma	NULL
9050/3	Localized mesothelioma	NULL
9050/3	Localized pleural mesothelioma	NULL
9050/3	Mesothelioma, diffuse	NULL
9050/3	Mesothelioma, malignant	1
9050/3	Mesothelioma, NOS	NULL
9051/0	Fibrous mesothelioma, benign	1
9051/3	Desmoplastic mesothelioma	NULL
9051/3	Fibrous mesothelioma, malignant	1
9051/3	Fibrous mesothelioma, NOS	NULL
9051/3	Sarcomatoid mesothelioma	NULL
9051/3	Spindled mesothelioma	NULL
9052/0	Epithelioid mesothelioma, benign	1
9052/0	Mesothelial papilloma	NULL
9052/0	Well-differentiated papillary mesothelial tumor	NULL
9052/0	Well-differentiated papillary mesothelioma, NOS	NULL
9052/1	Well-differentiated papillary mesothelial tumor of pleura	NULL
9052/1	Well-differentiated papillary mesothelioma of pleura	NULL
9052/3	Epithelioid mesothelioma, malignant	1
9052/3	Epithelioid mesothelioma, NOS	NULL
9053/3	Biphasic mesothelioma	NULL
9053/3	Mesothelioma, biphasic, malignant	1
9053/3	Mesothelioma, biphasic, NOS	NULL
9054/0	Adenomatoid tumor, NOS	1
9055/0	Cystic mesothelioma	NULL
9055/0	Multicystic mesothelioma	NULL
9055/0	Multilocular peritoneal inclusion cysts	NULL
9055/0	Peritoneal inclusion cysts	1
9060/3	Dysgerminoma	1
9060/3	Dysgerminoma with syncytiotrophoblast cells	NULL
9060/3	Germinoma of ovary	NULL
9061/2	Intratubular seminoma	NULL
9061/2	Intratubular trophoblast	NULL
9061/3	Germinoma of testis	NULL
9061/3	Seminoma with syncytiotrophoblast cells	NULL
9061/3	Seminoma with syncytiotrophoblastic cells	NULL
9061/3	Seminoma, NOS	1
9062/3	Seminoma with high mitotic index	NULL
9062/3	Seminoma, anaplastic	1
9063/3	Spermatocytic seminoma	1
9063/3	Spermatocytic tumor	NULL
9063/3	Spermatocytic tumor with sarcomatous differentiation	NULL
9063/3	Spermatocytoma	NULL
9064/2	Germ cell neoplasia in situ	NULL
9064/2	Intratubular germ cell neoplasia	NULL
9064/2	Intratubular germ cell neoplasia (male gonadal)	NULL
9064/2	Intratubular malignant germ cells	1
9064/2	Specific forms of intratubular germ cell neoplasia	NULL
9064/3	Germ cell tumor, NOS	NULL
9064/3	Germinoma	1
9064/3	Germinoma with syncytiotrophoblast cells	NULL
9065/3	Germ cell tumor, nonseminomatous	1
9070/2	Intratubular embryonal carcinoma	NULL
9070/3	Embryonal adenocarcinoma	NULL
9070/3	Embryonal carcinoma, NOS	1
9071/2	Intratubular yolk-sac tumor	NULL
9071/3	Embryonal carcinoma, infantile	NULL
9071/3	Endodermal sinus tumor	NULL
9071/3	Hepatoid yolk sac tumor	NULL
9071/3	Orchioblastoma	NULL
9071/3	Polyvesicular vitelline tumor	NULL
9071/3	Postpubertal (type II) yolk sac tumor	NULL
9071/3	Prepubertal (type I) yolk sac tumor	NULL
9071/3	Yolk sac tumor, NOS	1
9071/3	Yolk sac tumor, postpubertal (type II)	NULL
9071/3	Yolk sac tumor, postpubertal-type	NULL
9071/3	Yolk sac tumor, prepubertal (type I)	NULL
9071/3	Yolk sac tumor, pre-pubertal type	NULL
9071/3	Yolk sac tumor, prepubertal-type	NULL
9072/3	Embryonal carcinoma, polyembryonal type	NULL
9072/3	Polyembryoma	1
9073/1	Dissecting gonadoblastoma	NULL
9073/1	Gonadoblastoma	1
9073/1	Gonocytoma	NULL
9073/1	Undifferentiated gonadal tissue	NULL
9080/0	Adult cystic teratoma	NULL
9080/0	Adult teratoma, NOS	NULL
9080/0	Cystic teratoma, NOS	NULL
9080/0	Mature cystic teratoma	NULL
9080/0	Mature teratoma, NOS	NULL
9080/0	Monodermal cystic teratoma	NULL
9080/0	Teratoma, benign	1
9080/0	Teratoma, differentiated	NULL
9080/1	Germ cell tumor, burnt-out	NULL
9080/1	Germ cell tumor, regressed	NULL
9080/1	Immature teratoma of lung	NULL
9080/1	Immature teratoma of mediastinum	NULL
9080/1	Immature teratoma of orbit/eye	NULL
9080/1	Immature teratoma of thymus	NULL
9080/1	Immature teratoma of thyroid	NULL
9080/1	Regressed germ cell tumors	NULL
9080/1	Solid teratoma	NULL
9080/1	Teratoma, NOS	1
9080/2	Intratubular teratoma	NULL
9080/3	Embryonal teratoma	NULL
9080/3	Immature teratoma, malignant	NULL
9080/3	Immature teratoma, NOS	NULL
9080/3	Postpubertal-type teratoma	NULL
9080/3	Teratoblastoma, malignant	NULL
9080/3	Teratoma, malignant, NOS	1
9080/3	Teratoma, postpubertal-type	NULL
9081/3	Mixed embryonal carcinoma and teratoma	NULL
9081/3	Teratocarcinoma	1
9081/3	Teratocarcinosarcoma	NULL
9082/3	Malignant teratoma, anaplastic	NULL
9082/3	Malignant teratoma, undifferentiated	1
9083/3	Malignant teratoma, intermediate	1
9084/0	Benign postpubertal testicular teratoma	NULL
9084/0	Dermoid cyst, NOS	1
9084/0	Dermoid, NOS	NULL
9084/0	Epidermoid cyst	NULL
9084/0	Prepubertal-type teratoma	NULL
9084/0	Prepubertal-type testicular teratoma	NULL
9084/0	Teratoma, mature, prepubertal-type	NULL
9084/0	Teratoma, prepubertal-type	NULL
9084/0	Type I germ cell tumor of testis	NULL
9084/3	Dermoid cyst with malignant transformation	NULL
9084/3	Dermoid cyst with secondary tumor	NULL
9084/3	Germ cell tumor with somatic-type solid malignancy	NULL
9084/3	Immature teratoma with somatic type malignancy	NULL
9084/3	Mature teratoma with somatic type malignancy	NULL
9084/3	Neuroectodermal-type tumors	NULL
9084/3	Somatic neoplasm arising from teratoma	NULL
9084/3	Somatic neoplasms arising from teratomas	NULL
9084/3	Somatic-type tumor derived from teratoma	NULL
9084/3	Teratoma with carcinoid (neuroendocrine tumor)	NULL
9084/3	Teratoma with malignant transformation	1
9084/3	Teratoma with secondary malignant component	NULL
9084/3	Teratoma with somatic-type malignancy	NULL
9084/3	Testicular neuroendocrine tumor, prepubertal-type	NULL
9084/3	Well-differentiated neuroendocrine tumor (monodermal teratoma)	NULL
9085/3	Diffuse embryoma	NULL
9085/3	Malignant mixed germ cell tumors	NULL
9085/3	Mixed germ cell tumor	1
9085/3	Mixed germ cell tumor consisting of germinoma or teratoma with a small portion of malignant element	NULL
9085/3	Mixed germ cell tumors	NULL
9085/3	Mixed germinoma and teratoma	NULL
9085/3	Mixed teratoma and seminoma	NULL
9085/3	Mixed teratoma and yolk sac tumor, prepubertal-type	NULL
9085/3	Mixed teratoma and yolk-sac tumor	NULL
9085/3	Mixed teratoma–yolk sac tumor	NULL
9085/3	Mixed teratoma-yolk sac tumor, prepubertal-type	NULL
9085/3	Mixed tumor consisting mainly of choriocarcinoma, embryonal carcinoma, or yolk sac tumor	NULL
9086/3	Germ cell tumor with associated hematological malignancy	1
9090/0	Struma ovarii, NOS	1
9090/3	Proliferative struma ovarii	NULL
9090/3	Struma ovarii, malignant	1
9090/3	Thyroid carcinoma arising in struma ovarii	NULL
9091/1	Ovarian carcinoid	NULL
9091/1	Ovarian neuroendocrine tumor	NULL
9091/1	Struma ovarii and carcinoid	NULL
9091/1	Strumal carcinoid	1
9091/1	Teratoma with carcinoid (neuroendocrine tumor) of ovary	NULL
9091/1	Well-differentiated neuroendocrine tumor (monodermal teratoma) of ovary	NULL
9100/0	Complete hydatidiform mole	NULL
9100/0	Complete molar pregnancy	NULL
9100/0	Complete mole	NULL
9100/0	Hydatid mole	NULL
9100/0	Hydatidiform mole, NOS	1
9100/1	Chorioadenoma destruens	NULL
9100/1	Chorioadenoma, NOS	NULL
9100/1	Invasive hydatidiform mole	1
9100/1	Invasive mole, NOS	NULL
9100/1	Malignant hydatidiform mole	NULL
9100/3	Choriocarcinoma (non-gestational)	NULL
9100/3	Choriocarcinoma, NOS	1
9100/3	Chorioepithelioma	NULL
9100/3	Chorionepithelioma	NULL
9100/3	Gestational choriocarcinoma	NULL
9100/3	Non-gestational choriocarcinoma	NULL
9101/3	Choriocarcinoma combined with embryonal carcinoma	NULL
9101/3	Choriocarcinoma combined with other germ cell elements	1
9101/3	Choriocarcinoma combined with teratoma	NULL
9101/3	Mixed trophoblastic tumor	NULL
9102/3	Malignant teratoma, trophoblastic	1
9103/0	Partial hydatidiform mole	1
9103/0	Partial molar pregnancy	NULL
9103/0	Partial mole	NULL
9104/1	Placental site trophoblastic tumor	1
9104/3	Placental site trophoblastic tumor of testis	NULL
9104/3	Placental site trophoblastic tumor, malignant	NULL
9105/3	Cystic trophoblastic tumor	NULL
9105/3	Epithelioid trophoblastic tumor	NULL
9105/3	Trophoblastic tumor, epithelioid	1
9110/0	Adenoma of rete ovarii	1
9110/0	Cystadenoma of rete ovarii	NULL
9110/0	Mesonephric adenoma	NULL
9110/0	Mesonephroma, benign	NULL
9110/0	Wolffian duct adenoma	NULL
9110/1	Female adnexal tumor of probable Wolffian origin	NULL
9110/1	Mesonephric tumor	NULL
9110/1	Wolffian adenoma, NOS	NULL
9110/1	Wolffian adenoma, retiform	NULL
9110/1	Wolffian adnexal tumor	NULL
9110/1	Wolffian duct tumor	NULL
9110/1	Wolffian tumor	1
9110/3	Adenocarcinoma of rete ovarii	NULL
9110/3	Adenocarcinoma, HPV-independent, mesonephric type	NULL
9110/3	Mesonephric adenocarcinoma	NULL
9110/3	Mesonephroma, malignant	1
9110/3	Mesonephroma, NOS	NULL
9110/3	Wolffian duct carcinoma	NULL
9111/3	Mesonephric-like adenocarcinoma	NULL
9111/3	Mesonephric-like carcinoma	NULL
9120/0	Acquired elastotic hemangioma	NULL
9120/0	Anastomising hemangioma	NULL
9120/0	Anastomosing hemangioma	NULL
9120/0	Angiodysplasia	NULL
9120/0	Angioma, NOS	NULL
9120/0	Angiomatosis	NULL
9120/0	Cherry hemangioma	NULL
9120/0	Chorioangioma	NULL
9120/0	Cystic angiomatosis	NULL
9120/0	Dieulafoy lesion	NULL
9120/0	Diffuse hepatic hemangiomatosis	NULL
9120/0	Gastric antral vascular ectasia (GAVE)	NULL
9120/0	Glomeruloid hemangioma	NULL
9120/0	Gorham-Stout syndrome	NULL
9120/0	Hemangioma of bone	NULL
9120/0	Hemangioma, anastomosing	NULL
9120/0	Hemangioma, NOS	1
9120/0	Hepatic small vessel neoplasm	NULL
9120/0	Hobnail hemangioma	NULL
9120/0	Littoral cell angioma	NULL
9120/0	Massive osteolysis	NULL
9120/0	Microvenular hemangioma	NULL
9120/0	Papillary hemangioma	NULL
9120/0	Perilobular hemangioma	NULL
9120/0	Poikilodermatous plaque-like hemangioma	NULL
9120/0	Sinusoidal hemangioma	NULL
9120/0	Sinusoidal venous malformation	NULL
9120/0	Spindle cell hemangioma	NULL
9120/0	Synovial hemangioma	NULL
9120/3	Angiosarcoma	NULL
9120/3	Angiosarcoma, lymphedema-associated	NULL
9120/3	Angiosarcoma, primary	NULL
9120/3	Angiosarcoma, secondary	NULL
9120/3	Cutaneous angiosarcoma	NULL
9120/3	Epithelioid angiosarcoma	NULL
9120/3	Hemangiosarcoma	1
9120/3	Hepatic angiosarcoma	NULL
9120/3	Lymphoedema-associated angiosarcoma	NULL
9120/3	Post radiation angiosarcoma of the breast	NULL
9120/3	Postradiation angiosarcoma	NULL
9120/3	Postradiation hemangiosarcoma	NULL
9120/3	Postradiation lympangiosarcoma	NULL
9120/3	Primary angiosarcoma	NULL
9120/3	Primary cutaneous angiosarcoma	NULL
9121/0	Cavernoma	NULL
9121/0	Cavernous angioma	NULL
9121/0	Cavernous hemangioma	1
9121/0	Cavernous malformation	NULL
9121/0	Cavernous vascular malformation	NULL
9122/0	Venous hemangioma	1
9122/0	Venous malformation	NULL
9123/0	Angiodysplasia	NULL
9123/0	Angiomatosis (involving multiple tissue planes)	NULL
9123/0	Arteriovenous hemangioma	NULL
9123/0	Arteriovenous malformation	NULL
9123/0	Arteriovenous malformation occurring in capillary malformation–arteriovenous malformation	NULL
9123/0	Arteriovenous malformation occurring in hereditary hemorrhagic telangiectasia	NULL
